city,zip,beds,baths,sqft,class,price
ELK_GROVE,z95758,3,3,1718,Residential,261000
SACRAMENTO,z95835,4,3,2175,Residential,261000
SACRAMENTO,z95835,4,2,1904,Residential,261000
EL_DORADO_HILLS,z95762,4,2,1808,Residential,262500
RANCHO_CORDOVA,z95742,4,2,2711,Residential,266000
CARMICHAEL,z95608,3,1,1713,Residential,266000
ELK_GROVE,z95757,3,2,1457,Residential,270000
ELK_GROVE,z95757,4,3,2724,Residential,274425
ROCKLIN,z95765,3,2,1847,Residential,274500
SACRAMENTO,z95828,3,2,1468,Residential,275336
SACRAMENTO,z95835,4,3,2550,Residential,277980
GALT,z95632,4,2,1928,Residential,280000
SACRAMENTO,z95814,3,3,1922,Residential,284686
CITRUS_HEIGHTS,z95621,3,2,1343,Residential,284893
ROCKLIN,z95677,3,2,1510,Residential,285000
AUBURN,z95603,2,2,960,Multi_Family,285000
CARMICHAEL,z95608,4,2,1559,Residential,285000
EL_DORADO,z95623,3,2,1624,Residential,289000
SACRAMENTO,z95832,5,3,2992,Residential,295000
ELK_GROVE,z95758,4,2,2109,Residential,296000
RANCHO_CORDOVA,z95670,4,2,1524,Residential,296056
SACRAMENTO,z95828,3,2,1248,Residential,297359
SACRAMENTO,z95823,4,2,1876,Residential,299940
LINCOLN,z95648,5,3,2489,Residential,304000
RANCHO_CORDOVA,z95670,4,3,1851,Residential,305000
ROSEVILLE,z95747,3,2.5,1829,Residential,307000
SACRAMENTO,z95835,4,2,2218,Residential,311328
SACRAMENTO,z95828,3,2,1394,Residential,313138
SACRAMENTO,z95828,3,2,1410,Residential,316630
ELK_GROVE,z95758,5,3,3468,Residential,320000
ANTELOPE,z95843,5,3,2346,Residential,320000
ANTELOPE,z95843,5,3,2347,Residential,325000
SACRAMENTO,z95834,4,2,1659,Residential,328578
ELK_GROVE,z95757,3,3,2442,Residential,331000
RANCHO_CORDOVA,z95742,4,3,2590,Residential,331500
SACRAMENTO,z95833,4,2,2155,Residential,340000
SACRAMENTO,z95838,3,2,1673,Residential,344755
SACRAMENTO,z95828,3,2,1810,Residential,345746
ELK_GROVE,z95757,4,2,2789,Residential,351000
GALT,z95632,4,2,1606,Residential,353767
GALT,z95632,5,3.5,3499,Residential,355000
SACRAMENTO,z95835,4,2,2166,Residential,356035
SACRAMENTO,z95816,2,2,1119,Condo,360000
SACRAMENTO,z95835,4,2,1871,Residential,360552
SACRAMENTO,z95835,3,2,1800,Residential,362305
SACRAMENTO,z95817,3,1,1683,Residential,365000
ROSEVILLE,z95678,3,2,1625,Residential,367554
ROSEVILLE,z95747,4,3,2752,Residential,368500
ROCKLIN,z95765,2,2,1596,Residential,370000
PLACERVILLE,z95667,4,2.5,2716,Residential,371086
ELK_GROVE,z95757,3,2,1179,Residential,378000
ELK_GROVE,z95757,5,3.5,2724,Residential,383000
SACRAMENTO,z95818,3,1,1639,Residential,388000
RANCHO_CORDOVA,z95742,5,3,3281,Residential,395100
SACRAMENTO,z95819,3,2,1697,Residential,400000
EL_DORADO_HILLS,z95762,3,2.5,1993,Residential,400000
ANTELOPE,z95843,4,3,2085,Residential,408431
ROCKLIN,z95765,3,2,2548,Residential,413000
SACRAMENTO,z95815,4,2,1744,Multi_Family,416767
EL_DORADO_HILLS,z95762,4,3,2730,Residential,420000
FOLSOM,z95630,4,3,1939,Residential,423000
CAMERON_PARK,z95682,4,2,2376,Residential,423000
SACRAMENTO,z95814,2,3,1788,Residential,427500
ROCKLIN,z95765,3,2,1691,Residential,430922
ELK_GROVE,z95758,4,2,2002,Residential,445000
ELK_GROVE,z95757,4,4,4303,Residential,450000
SACRAMENTO,z95834,5,3,4246,Residential,452000
ROSEVILLE,z95661,3,2,2274,Residential,470000
EL_DORADO_HILLS,z95762,4,3.5,2962,Residential,471000
ORANGEVALE,z95662,4,4,3056,Residential,475000
ELK_GROVE,z95758,3,3,2503,Residential,484500
EL_DORADO_HILLS,z95762,3,3,3198,Residential,487500
ROCKLIN,z95677,4,3.5,3332,Residential,488750
FOLSOM,z95630,3,2,1905,Residential,500000
PENRYN,z95663,3,2,1320,Residential,506688
LINCOLN,z95648,2,2,1873,Residential,512000
ROSEVILLE,z95747,5,4,3157,Residential,520000
GOLD_RIVER,z95670,4,2,3037,Residential,528000
WILTON,z95693,5,2,3741,Residential,579093
FOLSOM,z95630,4,3,2660,Residential,636000
CARMICHAEL,z95608,4,3,3357,Residential,668365
GRANITE_BAY,z95746,5,3,2896,Residential,676200
PLACERVILLE,z95667,3,2,2025,Residential,677048
WILTON,z95693,5,3,3788,Residential,691659
GRANITE_BAY,z95746,5,3,3670,Residential,760000
CITRUS_HEIGHTS,z95621,3,2,1166,Residential,30000
RIO_LINDA,z95673,1,2,1000,Residential,30000
SACRAMENTO,z95823,2,1,838,Residential,55422
NORTH_HIGHLANDS,z95660,2,1,904,Residential,63000
SACRAMENTO,z95815,2,1,1032,Residential,65000
SACRAMENTO,z95838,2,1,904,Residential,65000
SACRAMENTO,z95817,2,1,1080,Residential,65000
SACRAMENTO,z95822,2,2,990,Residential,66500
SACRAMENTO,z95838,2,1,900,Residential,71000
SACRAMENTO,z95824,2,1,861,Residential,75000
SACRAMENTO,z95823,2,1,906,Condo,77000
SACRAMENTO,z95815,2,1,1011,Residential,85000
SACRAMENTO,z95823,3,2,1089,Residential,95625
SACRAMENTO,z95815,2,1,832,Residential,96140
SACRAMENTO,z95822,2,1,800,Condo,104250
SACRAMENTO,z95842,4,2,1292,Residential,105000
SACRAMENTO,z95822,2,1,810,Residential,108000
SACRAMENTO,z95838,4,2,1064,Residential,109000
RANCHO_CORDOVA,z95670,2,1,911,Residential,115000
SACRAMENTO,z95835,1,1,846,Condo,115000
SACRAMENTO,z95827,3,2,1320,Residential,115500
SACRAMENTO,z95838,3,2,1410,Residential,115620
RANCHO_CORDOVA,z95670,3,2,1115,Residential,116000
SACRAMENTO,z95822,3,2,1169,Residential,122000
SACRAMENTO,z95822,3,2,1164,Residential,122500
SACRAMENTO,z95823,4,2,1341,Residential,123000
SACRAMENTO,z95838,3,2,1219,Residential,124000
SACRAMENTO,z95842,4,2,1127,Residential,124000
NORTH_HIGHLANDS,z95660,3,2,1272,Residential,124413
SACRAMENTO,z95822,4,2,1253,Residential,125000
SACRAMENTO,z95828,3,2,1120,Residential,130000
NORTH_HIGHLANDS,z95660,2,2,1118,Residential,131750
SACRAMENTO,z95838,4,3,1890,Residential,137721
SACRAMENTO,z95833,3,2,1260,Residential,137760
SACRAMENTO,z95823,3,2,1400,Residential,138000
SACRAMENTO,z95821,3,1,1264,Residential,140000
SACRAMENTO,z95824,3,1,1060,Residential,145000
SACRAMENTO,z95828,2,2,1132,Residential,145000
SACRAMENTO,z95823,3,2,1466,Residential,150000
SACRAMENTO,z95827,3,2,1092,Residential,150000
SACRAMENTO,z95828,4,2,1628,Residential,151000
SACRAMENTO,z95842,3,2,960,Residential,155000
CITRUS_HEIGHTS,z95621,3,2,1075,Residential,155800
SACRAMENTO,z95826,3,2,1428,Residential,156142
SACRAMENTO,z95828,4,2,1358,Residential,158000
SACRAMENTO,z95828,6,4,2475,Multi_Family,159900
CITRUS_HEIGHTS,z95610,3,2,1410,Residential,160000
ANTELOPE,z95843,3,2,1711,Residential,161500
SACRAMENTO,z95826,4,2,1483,Residential,161600
GALT,z95632,3,2,1140,Residential,162000
SACRAMENTO,z95828,4,2,1549,Residential,165000
SACRAMENTO,z95828,3,2,1410,Residential,165000
ELK_GROVE,z95758,3,2,1240,Residential,167293
SACRAMENTO,z95842,5,2,1712,Residential,168000
SACRAMENTO,z95823,4,2,1580,Residential,168000
ANTELOPE,z95843,3,2,1669,Residential,168750
SACRAMENTO,z95826,3,1,1029,Residential,168750
CITRUS_HEIGHTS,z95621,3,1,1103,Residential,170000
SACRAMENTO,z95828,3,2,2161,Residential,170250
SACRAMENTO,z95823,3,2,1650,Residential,173000
POLLOCK_PINES,z95726,3,1,1320,Residential,175000
SACRAMENTO,z95826,3,2,1200,Residential,176095
SACRAMENTO,z95835,3,2,1170,Residential,176250
CITRUS_HEIGHTS,z95621,3,2,1199,Residential,178000
SACRAMENTO,z95823,4,2,1695,Residential,179000
RANCHO_CORDOVA,z95670,3,2,1157,Residential,180000
SACRAMENTO,z95838,3,2,1410,Residential,180000
ROSEVILLE,z95678,3,2,1174,Residential,180000
SACRAMENTO,z95823,3,2,1593,Residential,181000
RIO_LINDA,z95673,3,2,1093,Residential,182000
ROSEVILLE,z95678,3,2,1770,Residential,182587
SACRAMENTO,z95822,4,2,1436,Residential,185074
SACRAMENTO,z95829,3,2,1124,Residential,185833
SACRAMENTO,z95826,4,2,1139,Residential,186785
SACRAMENTO,z95832,3,2,1638,Residential,187000
SACRAMENTO,z95833,3,2,1328,Residential,188335
ELK_GROVE,z95758,3,2,1273,Residential,190000
SACRAMENTO,z95838,3,1,1082,Residential,190000
SACRAMENTO,z95827,4,2,1578,Residential,190000
ROSEVILLE,z95661,2,1,796,Residential,190000
SACRAMENTO,z95823,3,2,1386,Residential,191250
RANCHO_CORDOVA,z95670,3,2,1452,Residential,193000
SACRAMENTO,z95823,3,2,1513,Residential,193500
FORESTHILL,z95631,3,2,1232,Residential,194818
SACRAMENTO,z95842,4,2,1578,Residential,195000
CITRUS_HEIGHTS,z95610,4,3,1736,Residential,195000
CAMERON_PARK,z95682,2,2.5,1498,Residential,195000
SACRAMENTO,z95821,3,1,1473,Residential,195000
SACRAMENTO,z95820,3,1,1150,Residential,198000
SACRAMENTO,z95833,3,2,1127,Residential,199900
FAIR_OAKS,z95628,3,1,1144,Residential,200000
CARMICHAEL,z95608,3,1,972,Residential,201000
ELK_GROVE,z95758,4,2,2306,Residential,204918
ANTELOPE,z95843,3,2,1479,Residential,205000
EL_DORADO,z95623,2,1,1040,Residential,205000
SACRAMENTO,z95838,3,2,1430,Residential,205878
SACRAMENTO,z95832,4,2,1800,Residential,207000
ANTELOPE,z95843,4,2,1953,Residential,207744
SACRAMENTO,z95835,3,2,1120,Residential,209000
SACRAMENTO,z95834,3,2,1232,Residential,210000
SACRAMENTO,z95835,1,1,984,Condo,210944
ROSEVILLE,z95678,3,2.5,1462,Condo,212500
ELK_GROVE,z95758,4,2,2329,Residential,213750
ELK_GROVE,z95758,3,2,1351,Residential,215000
CAMERON_PARK,z95682,3,2,1284,Residential,215000
ROSEVILLE,z95661,4,1,1376,Residential,215000
DIAMOND_SPRINGS,z95619,3,2,1300,Residential,216033
SACRAMENTO,z95825,4,2,1566,Residential,220000
SACRAMENTO,z95817,2,1,1115,Residential,220000
SACRAMENTO,z95818,2,1,1032,Residential,220000
CITRUS_HEIGHTS,z95621,4,2,1419,Residential,220000
ELK_GROVE,z95757,3,2,1261,Residential,220000
CARMICHAEL,z95608,2,2,1637,Residential,220702
SACRAMENTO,z95825,4,2,1776,Multi_Family,221250
ELK_GROVE,z95758,3,2,1338,Residential,222000
ELK_GROVE,z95757,2,2,1257,Residential,222500
ELK_GROVE,z95624,5,2,2254,Residential,222750
SACRAMENTO,z95834,3,2,1441,Residential,225000
SACRAMENTO,z95838,4,2,1991,Residential,225000
SACRAMENTO,z95829,4,3,2126,Residential,228750
ELK_GROVE,z95624,3,2,1094,Residential,229000
ROCKLIN,z95677,3,2,1462,Residential,230095
SACRAMENTO,z95834,5,3,2258,Residential,232500
RANCHO_CORDOVA,z95670,3,2,1074,Residential,233000
ELK_GROVE,z95624,4,2,2111,Residential,233500
SACRAMENTO,z95835,3,2,1686,Residential,239000
ANTELOPE,z95843,4,3,1915,Residential,240000
ELK_GROVE,z95624,4,2,2367,Residential,240000
SACRAMENTO,z95823,3,2,1962,Residential,240971
RANCHO_CORDOVA,z95670,2,2,1406,Residential,242000
SACRAMENTO,z95829,3,2,1789,Residential,243450
SACRAMENTO,z95835,4,2,1876,Residential,243500
ANTELOPE,z95843,3,2,1235,Residential,246544
ANTELOPE,z95843,4,2,2504,Residential,246750
SACRAMENTO,z95834,3,2.5,2029,Residential,247000
CARMICHAEL,z95608,3,2,1676,Residential,247000
CITRUS_HEIGHTS,z95621,3,2,1367,Residential,249000
ELK_GROVE,z95758,4,3,1899,Residential,249000
ELK_GROVE,z95758,3,2,1636,Residential,250000
SACRAMENTO,z95821,3,2,1828,Residential,250000
ROCKLIN,z95765,3,2,1771,Residential,250000
SACRAMENTO,z95826,4,2,1438,Residential,252000
ELK_GROVE,z95624,3,2,1451,Residential,255000
SACRAMENTO,z95825,3,1,1520,Residential,255000
ROSEVILLE,z95747,3,2,1506,Residential,255000
SACRAMENTO,z95835,4,2,2605,Residential,257200
ORANGEVALE,z95662,3,2,1196,Residential,260000
LINCOLN,z95648,3,2,1621,Residential,260000
SACRAMENTO,z95835,3,2,1811,Residential,263500
ELK_GROVE,z95757,3,2,1540,Residential,266510
LINCOLN,z95648,4,2.5,2647,Residential,267750
PLACERVILLE,z95667,2,2,2750,Residential,270000
ROSEVILLE,z95747,3,2.5,1910,Residential,271000
EL_DORADO_HILLS,z95762,4,2.5,1846,Residential,272700
ELK_GROVE,z95757,3,2,1543,Residential,275000
SACRAMENTO,z95835,5,3,2494,Residential,276000
LINCOLN,z95648,3,2,1650,Residential,276500
GALT,z95632,4,3,2214,Residential,278000
SACRAMENTO,z95835,5,3,2280,Residential,279000
CARMICHAEL,z95608,3,2,1443,Residential,280000
CITRUS_HEIGHTS,z95621,4,2,1582,Residential,280000
ELK_GROVE,z95757,3,2,1857,Residential,285000
ELK_GROVE,z95758,3,2,1735,Residential,288000
ELK_GROVE,z95624,4,3,2096,Residential,289000
SACRAMENTO,z95825,3,2,1720,Residential,290000
ANTELOPE,z95843,4,2,2160,Residential,290000
SACRAMENTO,z95838,4,2,1382,Residential,293996
PLACERVILLE,z95667,3,2,1282,Residential,294000
ELK_GROVE,z95624,4,2,1721,Residential,294173
LOOMIS,z95650,4,2,1328,Residential,295000
ELK_GROVE,z95624,3,2,1919,Residential,298000
ELK_GROVE,z95624,4,2,1982,Residential,298000
SACRAMENTO,z95818,2,1,1144,Residential,299000
SACRAMENTO,z95825,2,2,1623,Residential,300000
COOL,z95614,3,2,1457,Residential,300000
ELK_GROVE,z95624,6,3,2555,Residential,300000
ROCKLIN,z95765,3,2,1577,Residential,300567
ELK_GROVE,z95757,5,3,2592,Residential,303000
CITRUS_HEIGHTS,z95610,3,2,1401,Residential,305000
LINCOLN,z95648,4,2,2048,Residential,306000
CARMICHAEL,z95608,3,2,1502,Residential,310000
FOLSOM,z95630,3,2,1327,Residential,310000
ROSEVILLE,z95678,4,3,1800,Residential,310000
SACRAMENTO,z95831,4,2,2169,Residential,311518
LINCOLN,z95648,5,3,2457,Residential,312000
RANCHO_CORDOVA,z95742,3,2.5,2264,Residential,313000
ORANGEVALE,z95662,4,2,2004,Residential,315000
ROSEVILLE,z95678,4,3,2212,Residential,315000
ANTELOPE,z95843,5,3,3134,Residential,315000
SACRAMENTO,z95864,3,2,1360,Residential,315000
ROCKLIN,z95765,4,2.5,1951,Residential,315000
SACRAMENTO,z95822,3,2,1276,Residential,320000
SACRAMENTO,z95834,4,3,2962,Residential,322000
ROCKLIN,z95765,4,2,1888,Residential,325000
ROSEVILLE,z95747,3,3,2155,Residential,325500
ROSEVILLE,z95678,3,2,1744,Residential,326951
GALT,z95632,3,2,1548,Residential,328370
LINCOLN,z95648,2,2,1322,Residential,330000
RANCHO_CORDOVA,z95670,4,3,2109,Residential,330000
SACRAMENTO,z95827,4,2,2484,Residential,331200
SACRAMENTO,z95834,4,3,2258,Residential,332000
SACRAMENTO,z95835,3,3,2212,Residential,334000
ORANGEVALE,z95662,3,2,1616,Residential,335000
SACRAMENTO,z95835,4,2,2372,Residential,341000
ROCKLIN,z95765,5,3,2606,Residential,346375
ROSEVILLE,z95678,5,3,3163,Residential,347225
ELK_GROVE,z95757,5,3,2877,Residential,349000
ANTELOPE,z95843,3,2,2960,Residential,350000
LINCOLN,z95648,2,2,1704,Residential,350000
ROSEVILLE,z95678,3,2,2172,Residential,350000
ROSEVILLE,z95678,3,2,2100,Condo,350000
SACRAMENTO,z95831,3,2,1795,Residential,351000
EL_DORADO_HILLS,z95762,3,2.5,1924,Residential,356200
ROSEVILLE,z95661,4,2,2295,Residential,360000
ROSEVILLE,z95747,4,3,2577,Residential,367463
ROSEVILLE,z95747,5,3,2616,Residential,375000
WALNUT_GROVE,z95690,3,1,1727,Residential,380000
ELK_GROVE,z95758,3,2,1485,Residential,380578
CARMICHAEL,z95608,3,2,1655,Residential,386222
LINCOLN,z95648,5,4.5,3179,Residential,389000
RANCHO_CORDOVA,z95742,5,3,3479,Residential,390000
ROSEVILLE,z95661,3,2,2049,Residential,395500
RANCHO_CORDOVA,z95742,4,3,3042,Residential,396000
ELK_GROVE,z95757,5,3,2875,Residential,397000
LINCOLN,z95648,5,4,3566,Residential,400000
EL_DORADO_HILLS,z95762,4,2,2199,Residential,400000
ROSEVILLE,z95747,4,3,2242,Residential,412500
SACRAMENTO,z95818,2,1,1304,Residential,413500
CARMICHAEL,z95608,3,2,2334,Residential,415000
AUBURN,z95603,4,3,2278,Residential,420454
SACRAMENTO,z95819,3,1,1493,Residential,425000
CAMERON_PARK,z95682,3,2,1944,Residential,425000
LINCOLN,z95648,5,4,3913,Residential,433500
ROSEVILLE,z95747,5,3,3151,Residential,438000
FOLSOM,z95630,5,3,2787,Residential,441000
SACRAMENTO,z95831,5,3,2824,Residential,445000
FOLSOM,z95630,4,3,3261,Residential,446000
SACRAMENTO,z95821,4,2,2053,Residential,450000
ROSEVILLE,z95661,4,3,2379,Residential,455000
EL_DORADO_HILLS,z95762,3,2.5,2480,Residential,460000
PLACERVILLE,z95667,3,2,1704,Residential,475000
GARDEN_VALLEY,z95633,3,2,2418,Residential,490000
EL_DORADO_HILLS,z95762,4,2.5,3282,Residential,493000
EL_DORADO_HILLS,z95762,5,4,4091,Residential,508000
ROSEVILLE,z95747,4,3,2806,Residential,511000
FAIR_OAKS,z95628,3,2,3173,Residential,525000
EL_DORADO_HILLS,z95762,4,3,3380,Residential,533000
SACRAMENTO,z95864,3,1,1348,Residential,545000
AUBURN,z95603,4,3.5,4090,Residential,560000
SACRAMENTO,z95816,2,1,1252,Residential,575000
FOLSOM,z95630,4,3,3229,Residential,575000
SACRAMENTO,z95829,5,4,3863,Residential,598695
ROSEVILLE,z95747,5,5,3901,Residential,600000
ROCKLIN,z95677,4,3,2346,Residential,600000
GRANITE_BAY,z95746,4,3,2356,Residential,600000
ROCKLIN,z95677,4,2.5,3220,Residential,600000
ROSEVILLE,z95747,5,3,3579,Residential,610000
EL_DORADO_HILLS,z95762,5,3,3464,Residential,622500
EL_DORADO_HILLS,z95762,3,3.5,3885,Residential,680000
EL_DORADO_HILLS,z95762,4,3.5,3782,Residential,879000
WILTON,z95693,4,3,4400,Residential,884790
SACRAMENTO,z95828,4,2,1512,Residential,56950
SACRAMENTO,z95826,1,1,611,Condo,60000
SACRAMENTO,z95823,2,1,876,Residential,61000
SACRAMENTO,z95842,2,1,933,Condo,62000
SACRAMENTO,z95820,2,1,864,Residential,68566
SACRAMENTO,z95838,2,1,1011,Residential,70000
SACRAMENTO,z95815,4,2,1158,Residential,80000
SACRAMENTO,z95838,3,2,1092,Residential,85500
SACRAMENTO,z95833,2,1,956,Condo,92000
SACRAMENTO,z95824,2,2,1139,Residential,93600
SACRAMENTO,z95822,3,1,1058,Residential,95000
SACRAMENTO,z95838,3,2,1040,Residential,97750
SACRAMENTO,z95823,3,2,1354,Residential,104000
NORTH_HIGHLANDS,z95660,3,1,1051,Residential,105000
SACRAMENTO,z95825,1,1,682,Condo,107666
SACRAMENTO,z95824,3,1,1161,Residential,109000
SACRAMENTO,z95838,3,1,1004,Residential,110000
NORTH_HIGHLANDS,z95660,3,1,1229,Residential,110000
SACRAMENTO,z95832,3,2,1249,Residential,112500
SACRAMENTO,z95832,3,2,1161,Residential,114800
SACRAMENTO,z95823,3,1,1010,Residential,116000
CAMERON_PARK,z95682,2,2,1005,Condo,119000
SACRAMENTO,z95820,4,2,1462,Residential,121500
SACRAMENTO,z95828,3,2,1269,Residential,122000
SACRAMENTO,z95820,2,2,1188,Residential,123675
SACRAMENTO,z95838,4,2,1570,Residential,126854
SACRAMENTO,z95817,3,2,1093,Residential,127059
SACRAMENTO,z95828,3,1,962,Residential,128687
SACRAMENTO,z95823,3,2,1089,Residential,129500
SACRAMENTO,z95824,3,2,1127,Residential,130000
SACRAMENTO,z95822,4,2,1309,Residential,131750
RIO_LINDA,z95673,2,1,970,Residential,132000
SACRAMENTO,z95823,3,2,1144,Residential,134000
RANCHO_CORDOVA,z95670,3,1,1000,Residential,134000
LINCOLN,z95648,1,1.5,1065,Condo,138000
ANTELOPE,z95843,3,2,1206,Residential,142000
SACRAMENTO,z95825,3,1,1285,Residential,143012
SACRAMENTO,z95828,3,2,1543,Residential,145846
WEST_SACRAMENTO,z95691,2,1,884,Residential,147000
SACRAMENTO,z95817,3,1,1019,Residential,148750
SACRAMENTO,z95823,4,2,1392,Residential,150000
SACRAMENTO,z95842,2,1,924,Condo,150454
SACRAMENTO,z95823,3,2,1217,Residential,151087
ANTELOPE,z95843,3,2,1670,Residential,157296
SACRAMENTO,z95832,3,2,1302,Residential,157500
SACRAMENTO,z95823,3,2,1488,Residential,160000
NORTH_HIGHLANDS,z95660,3,2,1373,Residential,160000
CITRUS_HEIGHTS,z95621,4,2,1381,Residential,161250
SACRAMENTO,z95823,3,2,1265,Residential,164000
SACRAMENTO,z95818,2,1,881,Residential,165000
WEST_SACRAMENTO,z95691,4,2,1917,Residential,165000
SACRAMENTO,z95829,4,2,1608,Residential,165750
CITRUS_HEIGHTS,z95621,3,1,1344,Residential,166000
SACRAMENTO,z95834,3,2,1202,Residential,169000
LINCOLN,z95648,3,2,1104,Residential,170000
ROSEVILLE,z95747,2,2,1057,Condo,170000
SACRAMENTO,z95828,4,2,1859,Multi_Family,170000
SACRAMENTO,z95832,3,2,1232,Residential,170000
SACRAMENTO,z95828,3,1,1638,Residential,170725
SACRAMENTO,z95831,2,2,1177,Residential,171750
SACRAMENTO,z95833,3,2,1582,Residential,172000
SACRAMENTO,z95823,2,2,904,Residential,173056
ELK_GROVE,z95758,3,2,1340,Residential,174000
SACRAMENTO,z95833,3,2,1204,Residential,174250
ELK_GROVE,z95624,4,2,1477,Residential,176850
SACRAMENTO,z95823,4,2,1497,Residential,179500
FAIR_OAKS,z95628,3,1,960,Residential,185000
LINCOLN,z95648,1,1.5,1194,Condo,188000
SACRAMENTO,z95834,3,2,1428,Residential,188700
SACRAMENTO,z95820,3,1,1039,Residential,189000
FAIR_OAKS,z95628,3,1,1529,Residential,189000
CITRUS_HEIGHTS,z95621,4,3,1892,Residential,189836
SACRAMENTO,z95838,4,2,1887,Residential,190000
ORANGEVALE,z95662,3,2,1294,Residential,191250
SACRAMENTO,z95832,3,2,1638,Residential,191675
SACRAMENTO,z95823,3,2,1677,Residential,195500
CITRUS_HEIGHTS,z95621,3,1,1073,Residential,198000
SACRAMENTO,z95838,3,2,1231,Residential,200000
ELK_GROVE,z95758,3,2,1175,Residential,200000
ELK_GROVE,z95624,3,2,1416,Residential,200000
WEST_SACRAMENTO,z95691,1,1,936,Residential,200100
SACRAMENTO,z95835,3,2,1358,Residential,201528
ELK_GROVE,z95624,4,2,1609,Residential,204750
SACRAMENTO,z95842,4,3,1968,Residential,205000
SACRAMENTO,z95818,2,2,1089,Residential,205000
CARMICHAEL,z95608,3,2,1296,Residential,205900
ELK_GROVE,z95758,2,2,1189,Residential,207000
SACRAMENTO,z95815,2,1,795,Residential,207973
ROSEVILLE,z95747,3,2,1371,Residential,208250
NORTH_HIGHLANDS,z95660,3,1,1310,Residential,208318
GALT,z95632,3,2,1262,Residential,209347
ELK_GROVE,z95624,4,2,1740,Residential,211500
ANTELOPE,z95843,3,2,1517,Residential,212000
SACRAMENTO,z95828,3,2,1450,Residential,213000
ELK_GROVE,z95624,3,2,1416,Residential,216000
SACRAMENTO,z95828,3,1,888,Residential,216021
CITRUS_HEIGHTS,z95610,3,2,1882,Residential,219000
ELK_GROVE,z95757,3,2,1302,Residential,219794
ELK_GROVE,z95758,3,2,1418,Residential,220000
ROSEVILLE,z95678,3,2.5,1462,Condo,220000
CARMICHAEL,z95608,4,2,1319,Residential,220000
GALT,z95632,4,2,1770,Residential,220000
SACRAMENTO,z95842,4,2,1627,Residential,223000
SACRAMENTO,z95834,3,2,1665,Residential,224000
SACRAMENTO,z95821,3,1,1040,Residential,224000
NORTH_HIGHLANDS,z95660,3,1,960,Residential,224252
CAMERON_PARK,z95682,3,4,1197,Residential,224500
ORANGEVALE,z95662,3,1,1456,Residential,225000
ELK_GROVE,z95757,3,2,1450,Residential,228000
LINCOLN,z95648,3,2,1358,Residential,229027
SACRAMENTO,z95823,4,2,1329,Residential,229500
SACRAMENTO,z95823,4,2,1715,Residential,230000
ELK_GROVE,z95758,3,2,1262,Residential,230000
SACRAMENTO,z95829,4,3,2280,Residential,232425
SACRAMENTO,z95823,3,2,1477,Residential,234000
CITRUS_HEIGHTS,z95610,3,2,1216,Residential,235000
ELK_GROVE,z95758,4,2,1685,Residential,235301
EL_DORADO_HILLS,z95762,3,2,1362,Residential,235738
